timestamp,open,high,low,close,volume
1759075200000,976.44,981.04,975.53,978.3,84259.6
1759089600000,978.3,993.58,977.8,993.09,125936.32
1759104000000,993.1,1012.0,991.41,1010.96,216534.78
1759118400000,1010.96,1014.55,1006.11,1010.49,153295.83
1759132800000,1010.5,1013.57,1002.82,1005.64,135922.65
1759147200000,1005.64,1023.67,1000.29,1011.15,276213.9
1759161600000,1011.16,1021.87,1004.0,1020.56,150420.05
1759176000000,1020.57,1036.78,1019.36,1030.43,197137.33
1759190400000,1030.43,1034.5,1022.0,1023.96,132123.03
1759204800000,1023.97,1028.64,1017.23,1020.63,118265.96
1759219200000,1020.63,1022.09,1007.16,1015.07,205628.53
1759233600000,1015.07,1015.36,993.2,998.71,234742.53
1759248000000,998.7,1009.89,996.93,1007.55,141089.27
1759262400000,1007.55,1010.81,1001.47,1008.77,99977.03
